, id,tweet,subtask_b
6611,64242,@USER yup fooled antifa threw big ol' fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh URL,TIN
6613,92402,@USER Yes as fuck,UNT
6618,18948,@USER @USER MY FACE WAS SO CLOSE TO THE CONCRETE BITCH I COULDVE PROBABLY STUCK MY TONGUE OUT AND LICK IT,TIN
6622,58103,@USER Bizarre story and more to it once she is charged formally. Glad she is off the streets and certainly concerned if there are more clueless cops like her out there “protecting” us,TIN
6627,77408,@USER Elon sometimes opens his mouth only to replace one foot with the other,TIN
6632,62545,@USER and why do all the issues about Pc only focus on liberals What about conservatives on kneeling on fake patriotism Or Republicans freaking out over an abortion,TIN
6635,16742,@USER @USER If Obama's lips are moving then he is lying.,TIN
6647,21148,@USER @USER @USER We are calling you an operative . Or Shill. And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist. You won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?,TIN
6649,58011,#ExpectUs to work our asses off for #GunSenseCandidates!  @USER #GOTV  #ThrowThemOut  URL,TIN
6650,64166,@USER @USER Murda fucker,TIN
6651,84202,@USER Yeahhhhh I will admit to being a Destiny 1 Cayde Liker but God they just made him suck in 2!,TIN
6652,71490,"@USER @USER @USER @USER @USER @USER @USER @USER @USER They lie about firearms. They call the AR-15 a fully semi-automatic assault rifle."" They push gun control.  They say Donald Trump is racist and hates Mexicans.  They say he colluded with Russia.  So yes, they lie""",TIN
6654,61286,@USER And then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song 🤦🏾‍♂️,TIN
6658,85796,@USER YOUR TRASH!!!!!!!! But she would have been  A great coach if you wouldn't listen to zodiac....... But you are sagittarius you hate to be told what you can or cannot do......... Like the coach from Michigan wolverines hshshahhsjjjsjsjs....... You keep PRAYING  now you hear.,TIN
6659,20554,@USER WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK,TIN
6661,11007,@USER @USER @USER You are a sick person,TIN
6666,51557,@USER @USER A horrendous act of course. Conservatives lie like they breath and are just generally awful human beings. I don’t doubt the victims story even a tiny bit,TIN
6669,34459,@USER @USER @USER Gun control has everything to do with punishing conservatives.,TIN
6671,41226,@USER @USER @USER @USER Okay that's enough with the A and C shit. They dont care and neither should we.,TIN
6676,20561,@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent,TIN
6679,35677,"@USER I dont think at your job is the place to protest perceived police violence or whatever you are protesting"". If you really cared go to your local PD and protest there, taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant.""",UNT
6682,44612,@USER Hopefully she beats the shit out of the chair ump in Australia to really show them..,TIN
6696,41824,"@USER I'll bow out of this one.  I was gonna reply, but no matter how I worded it, it sounded liketake the camera and shove it up your ass"" lol""",TIN
6697,37225,@USER Behind bars with a orange jumpsuit for all her crimes dating back to Arkansas~along with Billy~ Globalist deplorable~she is~ Karma is a bitc- and it needs to call on Killary this year for sure!!  Time to pay your dues Hillary Rodham Clinton~Lucerferian~,UNT
6699,23214,@USER I don’t trust Kanye right now. I might not like that shit.,TIN
6700,51222,Shits about to Hit the Fan. #MAGA URL,TIN
6705,68801,@USER @USER i lost my shit and everyone in class is judging me lmao.,TIN
6706,36038,@USER @USER And don’t forget #supplymanagement! He has been stubbornly clinging to that that tax. It also distorts all of international trade deals. Just makes life less affordable for the average working family. Only the Liberals...,TIN
6708,20540,@USER Yeah and....what’s the point of this article? Trying to demonize him for meeting with lawyers? He has a right to defend his character. He also has the right to file a defamation of character case against this woman and Sen. Feinstein. Democrats/liberals are pathetic. #Ridiculous,TIN
6714,49160,@USER 👏🏻 good job (sarcasm). Also great they have gun control laws it’s saving lives! (More sarcasm).,TIN
6718,56516,@USER #DearProfessorFord I want you to know that I have zero respect for you &amp; your ANTIFA style attack on Kavanaugh. You thought you were going to drop a bomb with your face covered &amp; blow up a good man's life. You have been exposed for the political hack that you are.  Shame on you,TIN
6720,35084,@USER @USER Scaramucci cashing in on The Donald.  Taking those blue collar folks for every last penny.  LMAO at the #MAGA folks.  Suckers.,TIN
6722,90446,@USER This smells like another funding of George Soros. Follow the money 💴 trail.  That woman most likely never knew Judge Kavanaugh. liberals are running scared because The Judge has conservative Christians values. The man has an impeccable Portfolio. Finestine’s a dirty politician,TIN
6723,29701,@USER Lokk at july 29 when I said Gordon would be cut for drugs and you called me a dipshit.,TIN
6726,40003,@USER Fallon is a woosy,TIN
6728,45541,@USER @USER @USER We’re so far beyond tax returns. This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on. Step aside. The adults are here to do it.,TIN
6730,26050,@USER The UNHINGED REPUBLICAN PARTY I have a question why do you want the wall and not gun control in America  when a illegal immigrant does something the UNHINGED REPUBLICAN PARTY talk about the wall but when a school shooting happens the UNHINGED REPUBLICAN PARTY is mute,TIN
6732,58206,@USER Beto is a joke,TIN
6733,22371,@USER Everyone knows Brown is crazy!,TIN
6735,26572,@USER URL LOOK ST THIS BULLSHIT,TIN
6745,21791,@USER How? Because they’ve been brainwashed by Obama and the media and they’re full of hate for conservatives.,TIN
6748,26918,@USER what happened to your kids ? how are they still alive? you are a backstabber and a fraud,TIN
6756,46725,@USER @USER Fuck this !! He acted like The father of the girl killed at Parkland was a bug.  Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an AR 15!,TIN
6757,75988,@USER he’s obviously a bitch,TIN
6761,58203,@USER @USER You are so correct the Democratic party for slavery and pro-nazi gun control,TIN
6766,62240,@USER Looks like he is in the middle of shitting his pants. Must have ate one booger too many.,TIN
6771,50543,@USER As clear as the mud UKGov are dumping off Swansea. Corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. Westminster politics &amp; government have degenerated so much its no longer fit for purpose.,TIN
6774,28698,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't understand your logic. Anyways this is going nowhere. This to me is not acceptable. Maybe you are ok with it.  URL,TIN
6776,99416,@USER I know!! So upsetting 😭😂,TIN
6778,96002,@USER You still have not addressed your solution to make schools safer....you just preach more gun control...what are your solutions???,TIN
6779,37565,@USER @USER Investigation reveals it is highly probable it is an ISIS attack. Worst case scenario a joint ISIS-Antifa attack,TIN
6781,61734,@USER @USER @USER How about yours Chaplain. Liberals are fools.,TIN
6782,46945,@USER And again you are proving... your a dog!,TIN
6787,15636,.@USER just read that flaming pile of garbage you wrote and the National Review calls an article. Why are liberals losing their minds when the President is being investigated for collusion with a foreign government?! Why is he nominating ANYONE for a Supreme Court appt?,TIN
6794,89118,@USER @USER @USER They are both governmental issues. This lady is mad that the government uses a portion of taxes to support planned parenthood which offers abortions. I said if she is really pro life then stop supporting the taxes that help Israel kill Palestinians. Kills school children,UNT
6800,24376,@USER Disgusting of the Dallas PD to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is 100% in the wrong,TIN
6801,70917,@USER @USER @USER Oh please EVERY network is reporting this. This is bullshit obviously but stop pretending it's just fox. Your political bigotry is showing.,TIN
6807,41379,@USER Those idiots are fringe right. They are hated by most conservatives.,TIN
6810,93063,@USER bitch what do you mean? Get It by Pristin? no?,TIN
6816,33301,"@USER It's amusing and sickening to watch these scientists"" twist themselves into knots to justify their gun control agenda. #gunsense is dishonest, through and through.""",TIN
6821,38062,5- Most epic moment in 3 sentences  GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS SHIT TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL,TIN
6822,57695,@USER Liberals are trying to destroy all conservative men.  Time to criminally charge and jail these liars that try to destroy a man.,TIN
6824,35240,@USER henry is so fucking great and was def my #sickkidsinlove inspo and i love him and his death is a PROBLEM,TIN
6825,21970,"Judicial Watch Sues for Records of FBI 302 Interviews with Demoted Justice Department Official Bruce Ohr""  URL #TCOT #MAGA #RedNationRising""",TIN
6826,46263,@USER He is a lying stack of shit too.,TIN
6828,52937,@USER I can’t cuz that nigga retarded smh,TIN
6829,10744,@USER @USER @USER I'd point out he is an Australian and we don't have free speech like in the US. And we do have hate speech laws which people have been convicted under. This is skirts it enough to hint and point out but room to deny.,TIN
6832,27207,@USER Amazing that the Dems are always the ones who hear the whistle.,TIN
6836,37577,@USER @USER can go straight the crapper. I’ll never support another team again.,TIN
6841,46591,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And Trump fans are bullies!!! Antifa ?? Steve Scalise ??  Resists Movement ??  You need to get off CNN and MSNBC,TIN
6845,38296,@USER Documents must be getting close to this crook.,TIN
6846,55028,@USER He should be removed with the rest of the islamic invaders.,TIN
6850,50938,@USER You are a bitter hateful woman who is ruining herself. URL,TIN
6867,29351,@USER @USER Illinois strict ass gun control let's only the thugs and gang bangers have the guns which means a lot more violence,UNT
6868,82648,@USER Right..? Total OCD right there lol Yeah...totally gonna floss that sucker off.,TIN
6872,57303,@USER Another falsehood. I don’t think anyone wants to abolish the 2nd Amendment. A growing majority want sensible gun control in the form of better background checks and the banning of assault rifles. Trump will say and do anything to rile his base. More snake oil.,TIN
6877,66127,@USER That's it throw race into it again. Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations. The Liberal Democrats rallied around him. Liberals are the most disgusting disgraceful human beings that God created,TIN
6881,52720,Kanye been cancel the moment he said slavery a choice and rock a maga hat #ImWithSnoop,UNT
6882,12182,@USER @USER You are sick in the head. This man lost his daughter.,TIN
6885,48988,@USER @USER @USER @USER @USER @USER Fuck if I fry with no money imagine if there was,UNT
6888,86554,@USER Playing dirty is the only way liberals can win at this point.  They are shameless.,TIN
6889,70368,@USER I cant believe he didnt work in comet pizza. Now that Alex Jones is muted these conservatives are so lost.,TIN
6891,30844,@USER One thing is for sure...we know she didn’t write the op-ed as she is dumber than a bucket of rocks.,TIN
6895,75880,@USER Frenkenstien needs to pay every dime back..she has stolen from the American people. She is a disgrace to the Senate and the people.,TIN
6900,90047,"@USER on a scale from 1 to 10, how much did you laugh to There is no excuse besides that he is just plain shit"" ?""",TIN
6902,90829,@USER @USER The fact that Newsweek no longer tries to give both sides of the story but instead only gives the side of #Antifa far left liberals and their gods in the #DeepStatePanic   Take a look at Newsweek’s circulation they don’t even have enough readers to put out a print edition anymore,TIN
6903,19306,"@USER @USER I let it go when you said  We can take away their ammo"" when talking about gun control. I said, maybe she just blurted that out, didn't mean it. But you are proving to be a leftist. That's fine, I can still like you, but I don't TRUST you anymore.""",TIN
6910,26748,@USER He's a liar,TIN
6912,75696,@USER @USER Hollywood and media make jokes about Jesus and Christians and think that's hilarious but turn every innocent joke conservatives tell in to an outrage. Typical of reprobates.,TIN
6914,95527,@USER Legit just LOL'd... Shit is funny asf,UNT
6921,32451,@USER Fuck yeah!,UNT
6924,71510,@USER He's probably referring to the fact that we started with Henderson who's is apparently shit and Sturridge who was apparently finished years ago. I mean like how could we possibly win with those two on the field... 😂😂,TIN
6925,80776,@USER @USER You are lying again! The public doesn't trust you anymore!,TIN
6926,28403,@USER Either she is misinformed or has no shame. I’m going with she has no shame.,TIN
6927,29297,@USER Another overdose nigga:(,TIN
6930,11275,@USER as Libertarian all this shows me is how ugly and divisive the two party system is. Liberals are actually a lot uglier. All straight men need to leave the Democratic party. A party of men hatred. Leave!,TIN
6931,63287,"@USER @USER Great book by Leo Zagami, Pope Francis, the Last Pope?"" details the breathtaking corruption and evil forces that have been controlling the Vatican for decades.""",TIN
6932,91969,@USER I hate him im so fucking sorry,UNT
6933,22174,@USER @USER I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers. I grew up in those times. I was against the war but knew Fonda had gone too far and was wrong. I supported those who burned their draft cards AND those who served.,TIN
6934,16577,@USER Myyy nigga ✊🏾,TIN
6936,12695,@USER @USER @USER Lindsey... Sean Hannity talks to an echo chamber simply to hear himself.  He is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience.  He really is a laughable fool for Trump..,TIN
6941,80374,@USER because what every lie you are telling if it happened when you were children the guy is a man and I clearly don't believe shit like that happened. Its just another stall tactic by the liberals.,TIN
6942,95631,@USER @USER @USER @USER @USER Me thinks you're full of shit.,TIN
6944,30611,@USER and @USER you need to find this lady! Do your thing. She is a terrorist waiting to strike. URL,TIN
6946,11041,#RSSReachesOut Now its open to everyone who really is intolerant. Shame on these Psuedo liberals,TIN
6949,74400,@USER @USER If this yutz was any dumber she'd have to be watered twice a week!,TIN
6951,59326,#Hollywood  is filled with #Satanists  and  #Pedo's you have the nerve to Mock #Jesus and #Conservatives. See you lowlifes on the unemployment line!!!!! URL,TIN
6958,70266,@USER @USER Something don’t seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap URL,TIN
6961,93071,@USER He is BAFOONICUS !,TIN
6963,59625,@USER @USER @USER Never going to happen. Not in a million years. Not unless Soros hires a bunch of Antifa punks to pretend to be vets.,TIN
6964,24758,@USER Jose Ramirez because he is doing it all stealing hitting for average hitting Homer's doubles and playing good defense and definitely Blake Snell for Cy Young just look at his numbers hes like the Jacob DeGrom of the AL,UNT
6968,47706,@USER @USER Who in the hell does she think she is? Acussed doesn’t mean guilty! A women accused a man. That man #JudgeKavanaugh has a voice and has a right to clear his name! “She” needs to #ZipIt🤐,TIN
6971,16743,@USER Today Collins is back with another excuse to vote yes.  It's all disgusting. Every GOP rep can see what he is.  They won't stop working against the common man.  @USER @USER @USER @USER @USER @USER @USER @USER,TIN
6973,32810,@USER Good shit,UNT
6974,80728,@USER Anyone else think she is a lying opportunist?  Yeah...#metoo,TIN
6977,25519,@USER Bullshit. People died because of an incompetent government in Puerto Rico. And you can start with that mayor. Stop lying Gutierrez.,TIN
6980,45400,@USER is really THAT bitch wow,TIN
6985,10825,@USER @USER I dimly remember an Econ theory that might apply to Chicago. What was it?  “Guns and butt-hurt?”,TIN
6986,98407,"@USER @USER @USER Whataboutism"" is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy.""",TIN
6988,61621,@USER @USER America is being destroyed by our President.. he is a cancer to democracy. That is what is sad,TIN
6993,35109,@USER @USER @USER I'm sure she's worried. Give me a break. Dana is doing a job. You know where u make a living and pay for your own Healthcare etc. You dirt bags that don't even shower crying about gun control should try it.,TIN
6994,75876,@USER Billy bargain 👍,TIN
6995,95224,@USER @USER 100%. The death threats thing is disgusting. The party of “family values” says ANTIFA are so dangerous or any resistance group. Has Kavanaugh and family had death threats? Inquiring minds want to know.,TIN
7001,60096,@USER @USER Bit of a celebrity😂😂😂 my Ass!,UNT
7004,57827,"@USER @USER If Isaac is 6'7 now how fucking tall is that guy behind you my dude""",TIN
7007,65856,@USER @USER So I'm not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy,TIN
7011,28831,@USER poor triggered snowflake. #MAGA,TIN
7012,40282,@USER He is one crazy  person,TIN
7020,98387,@USER Conservatives; the trailer trash party of Canada.,TIN
7023,94688,@USER @USER It's ashame that REPUBLICAN PARTY DON'T do anything about gun control after all these people have been killed for no reason it's ashame that REPUBLICAN PARTY DON'T do anything about cop killing the REPUBLICANS are trying to distract AMERICA,TIN
7025,84493,@USER @USER @USER Kwasia does ur Shatta Wale even have a career to start with . Idiot..his reign album hype seff Dey zero . As if he is not about to release an album 😂😂😂🤦🏼‍♂️🤦🏼‍♂️ hype no yh vim zero,TIN
7027,14486,@USER @USER @USER @USER @USER You are a fool.  Denying ones free speech is deny all of our free speech.,TIN
7045,61756,@USER C’mon brah! Go finish your mother fucking apple cider beer and shut the fuck up!!! Adults are trying to have some fun on Twitter... 🖕🏽😂🖕🏽 URL,TIN
7046,26975,@USER She's a Liberal professor dog. Always spewing her hatred against us Conservatives. You're going to HELL with the rest of the Sleaze BAGS.,TIN
7047,19847,@USER Hope they bankrupt soon,TIN
7049,20646,@USER @USER Strong character?...strong character? Anybody as bitter as she is for being a sore loser has no character!,TIN
7050,73204,@USER @USER @USER @USER @USER Because he is a scummy human being.,TIN
7056,90712,🛑 Ntknetwork News 🛑 👉 'Senate Set to Pass Bipartisan Bill to Combat Opioids' #MAGA￼🇺🇸#2A #Prolife URL,TIN
7057,32534,@USER @USER He is such a con apparently finds are running low😏,TIN
7067,39124,@USER Why would he order Cohen to print more money?  It's amazing how bad you are at this.  Or are you just dishonest and purposefully spreading fake news?,TIN
7069,36049,@USER She is so dumb and clueless! Pushing a pipe dream. What fools they are that put her in office. Sad! #FoxNews #SocialismSucks,TIN
7071,85278,"@USER This C is back? Liberals are shortsighted aka stupid.  Crying Wolf"" is a ""favor"" to all of those past and future victims of rape and assault?  Like I said, stupid.""",TIN
7077,51609,@USER Carrey is a sick man!!!,TIN
7082,47122,@USER Eric Holder......Globalist  Evil personified.,TIN
7083,61599,@USER @USER She is a lying leftist!,TIN
7084,14271,@USER What death threats? Antifa is not sitting outside her house like they have with Republicans. Why did she scrub all her social media?,TIN
7085,40202,@USER Gutierrez you’re such a liar that’s all you guys are good for,TIN
7088,75339,@USER Hi sexy,TIN
7090,99697,@USER Good Lird she is a disgusting representation of a human being,TIN
7091,56391,@USER It really is. My abs are lot more defined but I miss lifting heavy ass weight. Thank you girl!,UNT
7092,64888,@USER Nigga you are about to lose,TIN
7096,22207,"@USER @USER @USER Yes, American women are waiting......to be allowed to continue SLAUGHTERING babies.  Mao, Stalin and Hitler all killed babies too.  Liberals are pathetic, whiney, crooked, yet, say, we are for the children"", except they slaughter babies!""",TIN
7100,59153,@USER Maybe we do need gun control. Lefties can not handle the responsibility.,UNT
7101,12754,@USER He's got his wee fake tap fae Turkey on to prove how loyal he is.,TIN
7104,78422,"@USER @USER unleashed""??  No your Lowliness, it's the beginning on an exorcism against the evil in the Body of Christ known as the leaders of the Catholic Church.""",UNT
7106,56099,What if I told you there's a group in Israel &amp; in America that has been controlling US foreign policiy for decades using spie lies &amp; quasi blackmail schemes. would you believe me? #MAGA #AmericaFirst @USER The @USER @USER URL,TIN
7107,33110,@USER - Gun Control (MGK DISS) URL via @USER  fucking new Em wouldn’t let the shit slide he was playin wit da kid @USER,TIN
7108,13794,@USER He drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw. His right eye which is connected to his left brain saw the hammer. #PSYC1101,TIN
7109,15548,@USER He is gay. He’s a sick pervert he gets on my nerves,TIN
7111,30740,@USER @USER I want to see this corrupt bitch in Gitmo for her birthday URL,TIN
7114,60923,@USER Anita Hill wasca liar then and she is a liar now.,TIN
7118,99720,@USER How to develop their competitive skills and social skills in Home Schooling...as my child too complain abt bullying and unjust behaviour of teachers since she is super active...,TIN
7119,51603,97% of Americans want a form of gun control. 62% of Americans want the government to protect the environment. 75% of Americans say immigration is a good thing &amp; 100% of Americans believe that HotDogs belong in the crusts of pizzas &amp; if the Italians don't like it they can suck it.,TIN
7122,17891,@USER BUT MR. JOHN KERRY POTUS IS GETTING THE JOB DONE IN SPITE OF DEMOCRATS LIKE YOU WHO GROVELED TO THE IRANIAN MULLAH AND TRIED TO BUY HIM OFF WITH PALLETS OF CASH &amp; RELEASING FROZEN FUNDS! YOU &amp; OBAMA’S CROOKED DEAL HAS HELPED FUND TERRORISM WORLDWIDE! TAKE A WALK INTHE WOODS W/HRC,TIN
7123,41737,@USER According the gore hurricane hazel in 1955 was Trumps fault and all the typhoons cyclones and hurricanes are all Trumps fault   And Trump colluded   with God to defeat Hillary.   All true!,TIN
7127,30093,@USER You are that mean ass cousin we all hate lol,TIN
7129,61846,@USER @USER @USER We do know she belongs to the violent liberal Antifa party who w/ their KKK HOODS beat up total strangers &amp; are funded to do so by her party. Most violent &amp; corrupt party trying to now pour on the tears &amp; get us to believe they have a heart. Hard sell to anyone including voters!,TIN
7131,90130,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER now you touched visa-mata's raw nerve by saying modi for 2019"" thats why she may block you soon  she is having wild/wet dream of being PM after modi fail to get full majority in 2019.  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014""",TIN
7134,95790,@USER @USER He is not a Dalit or a Muslim no need to remember,TIN
7136,66580,ALL THIS IS BS. FORD IS LYING!!This has everything to do with delaying the vote... #MAGA #ConfirmKavanaughNow #POTUS URL,TIN
7137,43289,@USER @USER @USER @USER @USER @USER Don't forget this is Trumps fault. Just like how he is colluding to make the hurricanes worst. They forgot to tell us how this hurricane was also Trumps fault.,TIN
7146,12851,@USER @USER As if Politically Correct Speech and gun control laws are not attacks on the Constitution! Your hypocrisy is showing.,TIN
7156,11348,@USER Go to la casa de las micheladas!!!! They have some crazy ass ones!,TIN
7159,68660,@USER Breitbart must be hacked! Your headline says it all.,TIN
7164,56870,@USER @USER He is a man who allowed the wife of one of his coaches to be abused for years while he covered it up. AND threw everyone including his own wife under the bus to help himself when all of his lies (he never thought anyone would know)came out. He is a total pos,TIN
7171,17119,@USER Plenty of ppl work a full shift and still manage to find their way home correctly. This bullshit is not flying with the public.,UNT
7175,36059,@USER Ohh shit 😦,TIN
7176,63253,@USER @USER Liberals don’t give a sh!t. They have no souls.,TIN
7178,50012,@USER @USER See as he thick. A bad bitch.,TIN
7179,33091,"@USER You might as well go to your Walmart cashier to get info on nuclear fusion as go to nbc for gun info. With the crap the media feeds these empty brains it's no wonder we have gun control cultists and universal background checks"" #GunSense #GunControlNow #GunControl""",TIN
7180,35483,@USER Fuck the wall. More American white or black men kill way more than any immigrant. Gun control would help way more.,TIN
7184,12587,@USER CA has always been blue and so have I. You don't seem to be doing very much except helping yourself. Like my neighbors you are a champagne socialist.,TIN
7187,48299,@USER @USER @USER Sensible gun control can only help. Mentally unstable people should not have guns. People with restraining orders should not have guns. No one needs a gun with a magazine more than 5-6 rounds (unless the zombie apocalypse happens).,TIN
7192,10981,@USER The reason you don’t have a wife is because you are an ass.,TIN
7204,19267,@USER Dumb kid,TIN
7206,11046,@USER @USER Corey Booker try to finger blast my ass as a teenager. #MAGA #WalkAway URL,TIN
7207,22907,@USER @USER @USER Means nothing!! Your always so dramatic and none of your promises ever come true not sure why I still follow you. I'm starting to realize you are full of crap.,TIN
7209,65112,@USER YOU ARE CUTER THA ME SHHHH,TIN
7211,54898,@USER Rep Maxine Waters has been threatening violence on you the President and vise President. How come she is permitted to do this. Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL,TIN
7212,54549,"6/7  ....drunk 17-year-old tell us little about his character as 53-year-old, let alone about his competency as a jurist.""  But it seems a tad more likely that conservatives are merely clarifying, yet again, that “LAW AND ORDER MEANS USING THE LAW TO REINFORCE A SOCIAL ORDER.""""",TIN
7216,48951,@USER @USER @USER @USER is anti-gop. He is part of the “Trump Party” and he is hoping for a pardon for ripping off hard working Americans.,TIN
7217,41778,@USER Beautiful and sexy.. 😍😘,TIN
7218,48236,@USER @USER @USER No I don’t know that nor do you....in fact a claim like that is bullshit. Imagine if we had never enacted clean air regulations years ago in the U.S....but wait! YOU DON’T HAVE TO IMAGINE...just look at the air quality in China!! That’s what pisses me off about you conservatives,TIN
7222,86029,@USER @USER @USER No she's not she is looking for a job by being controversal. She is very bitter,TIN
7225,81307,@USER Griffin thinks she is funny but she's not. She's a disgusting pig!!,TIN
7228,25180,"@USER  Regarding the story I think I'm going to kill the president"", why is it reporters ""never"" follow up on how a convicted felon could obtain, in this case, 6 guns? What's the police doing about, or would that bring light to the gun control issue? Bias?""",TIN
7229,94152,@USER A Whore MAYOR stealing the money and funded by Dems to bash Potus. WTF is the country doing with a 1960's power grid? God knows theres enough $$ to replace it.,TIN
7231,32894,@USER it’s like saying you’re pale! you live in the north pole! bitchass dipfuck,TIN
7232,31931,@USER No it’s because you are a horrible person🤮🤮🤮🤮,TIN
7235,22144,@USER @USER Even her brother thinks she is a monster: URL,UNT
7236,86550,@USER He hit the lotto,TIN
7239,72124,@USER Where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed,TIN
7246,47716,@USER This is why women lose their credibility- she was empowered??? Ohhhh Me too! These women and liberals have high-jacked the movement for women who really have been abused. Disgusting,TIN
7258,94142,@USER @USER Liberals mock President Trumps skin color and decapitated his likeness. They also threaten his family. Even Baron.,TIN
7259,27502,@USER @USER @USER @USER So he is misogynistic cause his opinion is different?? I guess that makes you a bigot!,TIN
7264,37517,@USER Death to Jeremy Corbin by any means necessary !🤪👍,TIN
7266,36343,@USER and if you're in ANTIFA you are one of them shit for brains. Here worship your queen she needs her toe cheese licked out. URL,TIN
7269,79577,@USER @USER do you know what flanking and muscle flashing is with an AR15?; educate yourself and close that c•€k hol~+€r...you don't know why u r talking about😡😡😡😡,TIN
7271,53784,@USER @USER I agree he is very intelligent and I like the latest policy of a sovereign wealth fund - something I've long supported. But he just doesn't cut through. Someone like Jo Swinson would get the party more air time imo.,TIN
7272,89221,@USER Disappointed in Taylor. Serena was wrong. don’t use your gender to be disrespectful. Serena should apologize to the winner &amp; ref,TIN
7274,82489,@USER they’re abso shite quality tho,TIN
7277,85092,@USER So Dissapointing. This guy is the biggest hypocrite in the country. Embarrassing that he is our Senator,TIN
7281,42523,"@USER No prison time for you. You're going to get McCain-ed""   😂🤣😂            #DeathPenalty  #Treason  #Pedogate #MAGA #QAnon""",TIN
7284,51452,...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL,TIN
7290,53870,@USER Ummm.   You are one of those people that shouldn’t be there.  😂,TIN
7292,50121,@USER idk u too well but that must be a fuckin delicious corn chip that someone misses dearly,UNT
7293,88941,@USER She is so damn cute! Def with the facial expressions,TIN
7298,22707,@USER He's beyond moron.,TIN
7301,24863,@USER Its interesting to see the hypocrisy with these liberals when last year it was discovered that there was a “Hush Fund” for Congressional  Sexual Scandals while working for the government,TIN
7302,51044,@USER #LyingLiberals as usual. Put a republican in charge down there and see how quickly things improve. #HurricaneMaria pulled the veil off of liberals keeping people in #Poverty so they can stay in power promising a brighter day.,UNT
7304,46988,@USER Not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked,TIN
7305,23664,@USER I don't believe she's even getting death threats. Conservatives don't roll that way. Plus her &amp; her attorneys bankroll is Soros,TIN
7312,42456,@USER Dam white slave owners,TIN
7314,82355,@USER Who will abuse it the most: liberals or RINOS?,TIN
7316,62169,@USER Oppression... We need to start a movement.   Could be worse they could be Antifa dogs :),TIN
7319,64220,@USER Kurt: Liberals are obsessed with seeing the president's disgusting penis. They fantasize about being in the room with his horrible hog. [sweating] They can't stop thinking about that mushroom-capped member. [visibly erect],TIN
7323,31282,"#Kavanaugh issues more detailed response, confirms the view that he deserves an opportunity to defend his reputation: This is a completely false allegation. I have never done anything like what the accuser describes—to her or to anyone...."" URL",TIN
7327,16191,@USER @USER @USER @USER shitt on Pitt - perfect for wiping the seat! URL,TIN
7328,59002,@USER The Show Must Go On! We must have crazy liberals screaming and throwing a tantrum inside of that courtroom? If they let these same animals in as they did during the hearings this is just going to be another circus,TIN
7333,13751,.@USER “I am breaking all the rules for running as a Democrat by speaking about sensible gun control. A woman at #MarchforOurLives told me how GA’s lax gun laws allowed her daughter to kill herself before she could intervene &amp; begged me to change the laws. We CAN win.” URL,UNT
7336,81179,@USER Omfg... 😂,TIN
